"license_id","employee_id","license_name","expiry_date"
12712,704707545,"Senior Agent Accreditation","2023-04-11"
68971,792019629,"VAT Handling Cert","2023-04-11"
22763,576114575,"Security Screening Training","2023-04-12"
94623,672068550,"VAT Handling Cert","2023-04-13"
18128,583941024,"Advanced Ticketing Cert","2023-04-14"
10512,654531631,"Security Screening Training","2023-04-15"
37553,226574278,"Tour Guide Level 1","2023-04-15"
49165,616610996,"AML Awareness","2023-04-15"
58998,108203075,"Tour Guide Level 1","2023-04-15"
54855,510199654,"VAT Handling Cert","2023-04-16"
89670,902269027,"AML Awareness","2023-04-16"
7111,251878358,"Corporate Travel Cert","2023-04-17"
14860,215991777,"API Access Approval","2023-04-17"
21288,839059933,"Tour Guide Level 2","2023-04-18"
92469,989390703,"Tour Guide Level 1","2023-04-19"
43427,362688360,"Fraud Prevention Cert","2023-04-20"
93249,924741530,"AML Awareness","2023-04-20"
7674,722911225,"Tour Guide Level 1","2023-04-22"
32174,388808778,"Corporate Travel Cert","2023-04-22"
76524,977658762,"Tour Guide Level 2","2023-04-23"
52986,814040918,"Tour Guide Level 1","2023-04-25"
2897,304425115,"Tour Guide Level 1","2023-04-26"
66884,882371243,"Security Screening Training","2023-04-26"
69687,251467373,"Tour Guide Level 2","2023-04-26"
92282,746278990,"Security Screening Training","2023-04-26"
94493,233449203,"Fraud Prevention Cert","2023-04-27"
98660,318968399,"Advanced Ticketing Cert","2023-04-27"
984,222480623,"VAT Handling Cert","2023-04-28"
14486,370894026,"API Access Approval","2023-04-28"
25967,870203763,"Senior Agent Accreditation","2023-04-28"
31694,875378804,"IATA Agent","2023-04-28"
47957,423239149,"Senior Agent Accreditation","2023-04-28"
26086,850206358,"Security Screening Training","2023-04-29"
83543,934532560,"Advanced Ticketing Cert","2023-04-29"
17881,627074955,"Advanced Ticketing Cert","2023-05-01"
75747,298378635,"Corporate Travel Cert","2023-05-01"
76136,489206145,"API Access Approval","2023-05-01"
80440,265517798,"Fraud Prevention Cert","2023-05-02"
12996,391433180,"Security Screening Training","2023-05-04"
62105,297950701,"AML Awareness","2023-05-04"
68531,321696004,"IATA Agent","2023-05-04"
1814,853760282,"Fraud Prevention Cert","2023-05-05"
33257,244534090,"API Access Approval","2023-05-05"
49548,847983481,"VAT Handling Cert","2023-05-05"
69603,630103533,"Tour Guide Level 1","2023-05-06"
97341,546060752,"Fraud Prevention Cert","2023-05-06"
18676,453332998,"Corporate Travel Cert","2023-05-07"
74417,322734946,"IATA Agent","2023-05-07"
48227,913561123,"VAT Handling Cert","2023-05-08"
55351,191793259,"Advanced Ticketing Cert","2023-05-08"
80181,195366880,"Customer Privacy Training","2023-05-08"
91409,899992993,"API Access Approval","2023-05-08"
36778,345925186,"Tour Guide Level 1","2023-05-09"
54823,225562971,"API Access Approval","2023-05-09"
68402,532713607,"IATA Agent","2023-05-09"
30481,792477335,"Fraud Prevention Cert","2023-05-11"
69515,536796126,"Advanced Ticketing Cert","2023-05-11"
73720,969659062,"Security Screening Training","2023-05-11"
83237,197750939,"IATA Agent","2023-05-11"
8472,679999527,"Advanced Ticketing Cert","2023-05-12"
79326,231654977,"Corporate Travel Cert","2023-05-12"
27169,314696249,"AML Awareness","2023-05-13"
30384,705324780,"Corporate Travel Cert","2023-05-13"
45467,530010824,"Fraud Prevention Cert","2023-05-13"
91999,220703293,"IATA Agent","2023-05-13"
35641,208056962,"Senior Agent Accreditation","2023-05-14"
63400,656805895,"Senior Agent Accreditation","2023-05-14"
74826,475648897,"Tour Guide Level 1","2023-05-14"
99779,966643750,"Fraud Prevention Cert","2023-05-14"
6155,985787892,"Security Screening Training","2023-05-15"
12219,132194535,"API Access Approval","2023-05-15"
21295,694277101,"Customer Privacy Training","2023-05-16"
23224,693088735,"AML Awareness","2023-05-16"
25647,935929381,"Corporate Travel Cert","2023-05-16"
35267,404727652,"Security Screening Training","2023-05-16"
60098,810992738,"Senior Agent Accreditation","2023-05-16"
31696,875378804,"AML Awareness","2023-05-17"
59967,390627289,"Tour Guide Level 1","2023-05-17"
25637,883861731,"Advanced Ticketing Cert","2023-05-18"
38574,308098985,"Corporate Travel Cert","2023-05-18"
39363,604153841,"Corporate Travel Cert","2023-05-19"
67219,649007533,"IATA Agent","2023-05-19"
53859,473494286,"Senior Agent Accreditation","2023-05-20"
74314,322097675,"IATA Agent","2023-05-21"
82565,145536919,"API Access Approval","2023-05-21"
86594,891308764,"AML Awareness","2023-05-21"
87461,690032636,"IATA Agent","2023-05-21"
62596,376794795,"Advanced Ticketing Cert","2023-05-22"
5010,979138187,"AML Awareness","2023-05-23"
18593,224407946,"AML Awareness","2023-05-23"
91199,835838475,"Security Screening Training","2023-05-23"
97106,889945194,"Corporate Travel Cert","2023-05-23"
1203,295177736,"Corporate Travel Cert","2023-05-24"
20683,659861852,"IATA Agent","2023-05-24"
76816,890338917,"Fraud Prevention Cert","2023-05-25"
6241,345995225,"Tour Guide Level 1","2023-05-26"
36019,413724448,"Fraud Prevention Cert","2023-05-26"
94514,446549035,"Fraud Prevention Cert","2023-05-27"
97311,443552991,"Fraud Prevention Cert","2023-05-28"
19123,404970175,"IATA Agent","2023-05-31"
23507,588734793,"Customer Privacy Training","2023-05-31"
31281,509068256,"Corporate Travel Cert","2023-05-31"
54678,895235225,"Fraud Prevention Cert","2023-05-31"
94241,428419977,"Customer Privacy Training","2023-05-31"
8988,887039410,"Advanced Ticketing Cert","2023-06-01"
47985,937891052,"Security Screening Training","2023-06-01"
56294,414999819,"API Access Approval","2023-06-01"
56709,975740968,"Corporate Travel Cert","2023-06-01"
82277,414943542,"Tour Guide Level 1","2023-06-01"
64876,784033411,"Security Screening Training","2023-06-02"
95856,688376622,"VAT Handling Cert","2023-06-02"
80775,614786588,"Tour Guide Level 2","2023-06-03"
8728,295295577,"Customer Privacy Training","2023-06-05"
25928,276536941,"Advanced Ticketing Cert","2023-06-05"
33195,956278840,"Advanced Ticketing Cert","2023-06-05"
12013,149990208,"AML Awareness","2023-06-06"
21410,811824704,"Tour Guide Level 2","2023-06-06"
77320,446263765,"AML Awareness","2023-06-06"
16212,755188299,"Security Screening Training","2023-06-07"
24989,695221023,"Senior Agent Accreditation","2023-06-07"
86029,475321308,"AML Awareness","2023-06-07"
89330,379380221,"Corporate Travel Cert","2023-06-07"
14537,397777154,"AML Awareness","2023-06-08"
42326,314387119,"Fraud Prevention Cert","2023-06-08"
64875,706545282,"Tour Guide Level 2","2023-06-08"
81844,984582239,"VAT Handling Cert","2023-06-08"
23553,461337250,"AML Awareness","2023-06-09"
91192,964489306,"Tour Guide Level 1","2023-06-09"
60820,965776101,"Senior Agent Accreditation","2023-06-10"
36287,149601169,"Corporate Travel Cert","2023-06-11"
59954,117960089,"Senior Agent Accreditation","2023-06-11"
83156,825292649,"Tour Guide Level 2","2023-06-11"
64914,588932816,"IATA Agent","2023-06-12"
10782,431065008,"IATA Agent","2023-06-13"
19512,346902391,"IATA Agent","2023-06-13"
23593,707385249,"IATA Agent","2023-06-13"
75654,441326098,"VAT Handling Cert","2023-06-13"
13367,625632739,"Corporate Travel Cert","2023-06-15"
33732,513241063,"AML Awareness","2023-06-15"
70644,771706500,"Security Screening Training","2023-06-15"
17724,968327278,"VAT Handling Cert","2023-06-16"
18741,308629962,"Customer Privacy Training","2023-06-17"
47341,668640570,"Tour Guide Level 1","2023-06-17"
53689,610195185,"AML Awareness","2023-06-18"
59526,766070751,"Corporate Travel Cert","2023-06-18"
27684,667996961,"Tour Guide Level 2","2023-06-19"
32667,460109411,"Fraud Prevention Cert","2023-06-19"
80349,365239084,"API Access Approval","2023-06-19"
26544,106181751,"API Access Approval","2023-06-20"
68029,981972479,"API Access Approval","2023-06-21"
20285,260946877,"Security Screening Training","2023-06-22"
60525,503494282,"AML Awareness","2023-06-22"
61820,949035812,"Tour Guide Level 1","2023-06-22"
7317,501254910,"Security Screening Training","2023-06-23"
38601,443561854,"Fraud Prevention Cert","2023-06-23"
99476,666753175,"Senior Agent Accreditation","2023-06-23"
60729,258195424,"Advanced Ticketing Cert","2023-06-24"
66541,689125025,"AML Awareness","2023-06-24"
83102,253619320,"Customer Privacy Training","2023-06-24"
35389,759732321,"Senior Agent Accreditation","2023-06-25"
37188,866309865,"VAT Handling Cert","2023-06-25"
42154,440480442,"Tour Guide Level 1","2023-06-25"
49539,972578956,"Senior Agent Accreditation","2023-06-25"
54419,509139009,"API Access Approval","2023-06-25"
57130,572269940,"Customer Privacy Training","2023-06-25"
62763,493934785,"Customer Privacy Training","2023-06-25"
88722,125121524,"Customer Privacy Training","2023-06-25"
17380,747370684,"Advanced Ticketing Cert","2023-06-26"
65804,592106913,"Fraud Prevention Cert","2023-06-26"
16893,255339540,"AML Awareness","2023-06-27"
25968,989921556,"Advanced Ticketing Cert","2023-06-27"
62885,725269714,"Tour Guide Level 1","2023-06-27"
7814,274070696,"Tour Guide Level 2","2023-06-28"
9052,700850296,"Security Screening Training","2023-06-28"
28242,133015898,"Customer Privacy Training","2023-06-28"
35744,497115736,"API Access Approval","2023-06-28"
76757,462450099,"VAT Handling Cert","2023-06-28"
1037,772321921,"API Access Approval","2023-06-29"
29174,461545043,"Customer Privacy Training","2023-06-29"
84243,411901660,"AML Awareness","2023-06-29"
31695,875378804,"Fraud Prevention Cert","2023-06-30"
138,625309570,"IATA Agent","2023-07-01"
61743,176807707,"Advanced Ticketing Cert","2023-07-01"
69988,322467284,"Senior Agent Accreditation","2023-07-01"
8546,134947437,"IATA Agent","2023-07-02"
50224,912773668,"Security Screening Training","2023-07-02"
46135,355511195,"AML Awareness","2023-07-03"
77160,548820638,"AML Awareness","2023-07-03"
91517,800464711,"API Access Approval","2023-07-03"
72188,703685847,"API Access Approval","2023-07-04"
19185,538147911,"VAT Handling Cert","2023-07-05"
37923,934121801,"Advanced Ticketing Cert","2023-07-05"
64579,564996809,"Fraud Prevention Cert","2023-07-05"
73213,120943660,"Tour Guide Level 1","2023-07-05"
88773,914236600,"Fraud Prevention Cert","2023-07-05"
1745,846937520,"API Access Approval","2023-07-06"
27804,611557205,"Security Screening Training","2023-07-06"
34631,224665751,"IATA Agent","2023-07-06"
40742,900887878,"Corporate Travel Cert","2023-07-06"
44154,712303048,"Customer Privacy Training","2023-07-06"
96374,303789905,"VAT Handling Cert","2023-07-07"
98169,257017011,"VAT Handling Cert","2023-07-07"
24715,672662014,"Tour Guide Level 2","2023-07-08"
57187,887284684,"API Access Approval","2023-07-08"
71234,308012216,"Security Screening Training","2023-07-08"
27527,933608602,"AML Awareness","2023-07-09"
80966,949608402,"Tour Guide Level 2","2023-07-09"
83637,943261799,"Customer Privacy Training","2023-07-09"
223,216298704,"Corporate Travel Cert","2023-07-10"
89900,485574135,"Customer Privacy Training","2023-07-11"
91521,922836270,"Tour Guide Level 2","2023-07-11"
6929,830442399,"Advanced Ticketing Cert","2023-07-12"
61349,802293208,"Security Screening Training","2023-07-12"
56635,788782961,"Security Screening Training","2023-07-14"
74215,173008001,"AML Awareness","2023-07-14"
77900,931944606,"Senior Agent Accreditation","2023-07-14"
83670,164096661,"API Access Approval","2023-07-14"
88143,377029365,"VAT Handling Cert","2023-07-14"
5153,367473365,"Security Screening Training","2023-07-15"
21645,821322710,"Advanced Ticketing Cert","2023-07-15"
81178,449030973,"AML Awareness","2023-07-15"
85648,929474922,"Corporate Travel Cert","2023-07-16"
96322,785372075,"Senior Agent Accreditation","2023-07-16"
95765,969435735,"Customer Privacy Training","2023-07-17"
98440,544350849,"VAT Handling Cert","2023-07-17"
56216,524899582,"VAT Handling Cert","2023-07-19"
62094,597224516,"AML Awareness","2023-07-20"
4431,537889419,"Customer Privacy Training","2023-07-21"
24946,916140137,"IATA Agent","2023-07-21"
69105,985826538,"Corporate Travel Cert","2023-07-21"
83422,888903601,"Advanced Ticketing Cert","2023-07-21"
85288,617850132,"API Access Approval","2023-07-21"
78665,639077017,"Security Screening Training","2023-07-22"
1299,190662047,"Tour Guide Level 2","2023-07-23"
29782,701548120,"Senior Agent Accreditation","2023-07-23"
63671,890414236,"Security Screening Training","2023-07-23"
66372,740212982,"API Access Approval","2023-07-24"
91275,448985471,"Security Screening Training","2023-07-24"
91907,532276669,"Corporate Travel Cert","2023-07-24"
96903,619554897,"IATA Agent","2023-07-24"
50761,774163737,"Tour Guide Level 1","2023-07-25"
55211,216872623,"AML Awareness","2023-07-25"
62528,738729341,"Customer Privacy Training","2023-07-26"
2858,649215342,"Advanced Ticketing Cert","2023-07-27"
12378,900698201,"Senior Agent Accreditation","2023-07-28"
63389,803008892,"Security Screening Training","2023-07-29"
79740,562534309,"Advanced Ticketing Cert","2023-07-29"
12465,445589128,"Fraud Prevention Cert","2023-07-30"
43889,883816601,"Fraud Prevention Cert","2023-07-30"
4606,483177838,"Corporate Travel Cert","2023-07-31"
38614,262594200,"IATA Agent","2023-08-01"
68082,550574525,"Security Screening Training","2023-08-01"
5403,140915356,"Security Screening Training","2023-08-02"
73218,686102206,"Tour Guide Level 1","2023-08-02"
78071,732421469,"VAT Handling Cert","2023-08-02"
93092,425815435,"Tour Guide Level 1","2023-08-02"
4028,150834245,"Advanced Ticketing Cert","2023-08-03"
9400,233160784,"Security Screening Training","2023-08-03"
94192,722816993,"API Access Approval","2023-08-03"
7926,163377731,"API Access Approval","2023-08-04"
43374,517362794,"AML Awareness","2023-08-04"
52457,230115647,"Corporate Travel Cert","2023-08-04"
59978,916547338,"Security Screening Training","2023-08-04"
79780,356719781,"Fraud Prevention Cert","2023-08-04"
7306,724182671,"Corporate Travel Cert","2023-08-05"
30957,678715067,"IATA Agent","2023-08-05"
49624,784577081,"IATA Agent","2023-08-05"
408,496072029,"IATA Agent","2023-08-06"
69647,163369114,"Corporate Travel Cert","2023-08-06"
72183,452739720,"AML Awareness","2023-08-06"
2591,660617405,"Customer Privacy Training","2023-08-07"
6696,952234498,"VAT Handling Cert","2023-08-07"
44384,814536760,"VAT Handling Cert","2023-08-07"
51842,416831985,"AML Awareness","2023-08-07"
62484,184252452,"VAT Handling Cert","2023-08-07"
8283,423616983,"API Access Approval","2023-08-08"
36487,889113650,"IATA Agent","2023-08-08"
22818,377411854,"AML Awareness","2023-08-09"
43635,916309363,"API Access Approval","2023-08-09"
57230,635373920,"Tour Guide Level 2","2023-08-09"
94440,615383036,"Fraud Prevention Cert","2023-08-09"
98645,972911951,"Customer Privacy Training","2023-08-09"
28698,110529784,"Security Screening Training","2023-08-10"
47461,818797324,"Tour Guide Level 2","2023-08-10"
4258,192964294,"Senior Agent Accreditation","2023-08-12"
45703,932660605,"VAT Handling Cert","2023-08-12"
56199,191165565,"Tour Guide Level 1","2023-08-12"
91063,164015154,"IATA Agent","2023-08-12"
19060,507625906,"Security Screening Training","2023-08-13"
20510,984814902,"Tour Guide Level 1","2023-08-13"
67995,279489946,"VAT Handling Cert","2023-08-13"
23590,945260103,"VAT Handling Cert","2023-08-14"
73619,656590940,"AML Awareness","2023-08-14"
78731,561904903,"AML Awareness","2023-08-14"
93174,240445361,"Tour Guide Level 2","2023-08-14"
1118,736852836,"Fraud Prevention Cert","2023-08-15"
25446,295927077,"Tour Guide Level 1","2023-08-15"
53595,588866237,"AML Awareness","2023-08-15"
77326,397105485,"Security Screening Training","2023-08-15"
9633,930914972,"Customer Privacy Training","2023-08-16"
56179,432369004,"Senior Agent Accreditation","2023-08-16"
78022,636363598,"Security Screening Training","2023-08-16"
17418,851205538,"Corporate Travel Cert","2023-08-17"
27260,963938441,"AML Awareness","2023-08-17"
7577,165194904,"Senior Agent Accreditation","2023-08-18"
78132,284954709,"IATA Agent","2023-08-18"
87702,128089759,"AML Awareness","2023-08-18"
92233,470580206,"Tour Guide Level 1","2023-08-18"
5674,406514783,"Tour Guide Level 2","2023-08-19"
15287,482921428,"VAT Handling Cert","2023-08-19"
17335,434943527,"IATA Agent","2023-08-19"
63463,798866081,"Advanced Ticketing Cert","2023-08-19"
20370,844697317,"Advanced Ticketing Cert","2023-08-20"
23368,435484306,"Tour Guide Level 2","2023-08-20"
59680,103455985,"Tour Guide Level 1","2023-08-20"
61460,571985433,"Corporate Travel Cert","2023-08-20"
37548,157199675,"Security Screening Training","2023-08-21"
56266,732699849,"Corporate Travel Cert","2023-08-21"
89510,357796883,"Tour Guide Level 1","2023-08-21"
90896,212436666,"Tour Guide Level 1","2023-08-21"
45329,311884490,"Tour Guide Level 1","2023-08-22"
13635,261182016,"API Access Approval","2023-08-23"
20706,242568188,"API Access Approval","2023-08-23"
58849,807884100,"Senior Agent Accreditation","2023-08-23"
71573,382298986,"VAT Handling Cert","2023-08-24"
11543,446794530,"Customer Privacy Training","2023-08-25"
14773,209315145,"Advanced Ticketing Cert","2023-08-25"
35303,384117131,"Senior Agent Accreditation","2023-08-25"
90028,947145380,"AML Awareness","2023-08-25"
34080,112926710,"Security Screening Training","2023-08-26"
69288,764322882,"Customer Privacy Training","2023-08-26"
79772,366972771,"Security Screening Training","2023-08-26"
7210,867576203,"API Access Approval","2023-08-27"
8720,414049807,"Fraud Prevention Cert","2023-08-27"
44073,133785912,"Fraud Prevention Cert","2023-08-29"
5291,124062122,"Tour Guide Level 2","2023-08-30"
7039,417308344,"API Access Approval","2023-08-30"
13790,547198488,"Tour Guide Level 2","2023-08-30"
27188,633592645,"AML Awareness","2023-08-30"
37339,670101725,"Customer Privacy Training","2023-08-31"
36242,525419493,"Senior Agent Accreditation","2023-09-01"
47852,505882290,"Customer Privacy Training","2023-09-01"
52597,397512135,"Corporate Travel Cert","2023-09-01"
10095,224374071,"Tour Guide Level 1","2023-09-02"
48055,626465868,"Fraud Prevention Cert","2023-09-02"
84296,367999735,"VAT Handling Cert","2023-09-02"
84852,545155377,"IATA Agent","2023-09-02"
35983,325866664,"Tour Guide Level 1","2023-09-03"
89065,743925533,"VAT Handling Cert","2023-09-03"
5549,935581509,"Customer Privacy Training","2023-09-04"
6076,626174652,"AML Awareness","2023-09-04"
6354,752625805,"Corporate Travel Cert","2023-09-04"
10675,162871574,"Tour Guide Level 2","2023-09-04"
68043,878228842,"Security Screening Training","2023-09-04"
34276,397735526,"AML Awareness","2023-09-05"
54220,680783502,"Customer Privacy Training","2023-09-05"
57026,891575916,"Tour Guide Level 2","2023-09-05"
33340,735449233,"AML Awareness","2023-09-06"
51810,862584055,"Corporate Travel Cert","2023-09-06"
87912,889709046,"Tour Guide Level 1","2023-09-07"
54558,944533135,"Tour Guide Level 2","2023-09-08"
1873,278789368,"Tour Guide Level 1","2023-09-09"
5737,258920841,"Advanced Ticketing Cert","2023-09-09"
14612,183435748,"Tour Guide Level 2","2023-09-09"
20516,442395831,"Advanced Ticketing Cert","2023-09-09"
20807,975153845,"Customer Privacy Training","2023-09-09"
46566,156838370,"Security Screening Training","2023-09-09"
63497,456363557,"Customer Privacy Training","2023-09-10"
16876,796115342,"Tour Guide Level 1","2023-09-11"
26484,281907343,"Corporate Travel Cert","2023-09-11"
66704,966531786,"Fraud Prevention Cert","2023-09-11"
95897,615591112,"Corporate Travel Cert","2023-09-11"
7423,451033554,"Tour Guide Level 1","2023-09-12"
25638,883861731,"Customer Privacy Training","2023-09-12"
58703,895617150,"AML Awareness","2023-09-12"
83037,158508993,"Senior Agent Accreditation","2023-09-12"
99188,491784555,"Advanced Ticketing Cert","2023-09-12"
33578,748170030,"Security Screening Training","2023-09-14"
37242,161810806,"IATA Agent","2023-09-14"
39737,793648333,"Tour Guide Level 1","2023-09-14"
25406,746469579,"Customer Privacy Training","2023-09-15"
26874,899227538,"Advanced Ticketing Cert","2023-09-15"
58663,669672079,"Advanced Ticketing Cert","2023-09-15"
63684,396006085,"Tour Guide Level 2","2023-09-15"
2094,809921717,"Security Screening Training","2023-09-16"
15149,228305991,"Advanced Ticketing Cert","2023-09-16"
72325,529502950,"Tour Guide Level 1","2023-09-16"
78419,330458495,"Advanced Ticketing Cert","2023-09-18"
17983,145492466,"IATA Agent","2023-09-19"
51437,504629445,"Tour Guide Level 2","2023-09-19"
51879,887116779,"AML Awareness","2023-09-19"
65612,379550869,"Corporate Travel Cert","2023-09-19"
70921,345184552,"Senior Agent Accreditation","2023-09-19"
71844,692935674,"Fraud Prevention Cert","2023-09-19"
34304,530045661,"Corporate Travel Cert","2023-09-20"
94295,911231304,"AML Awareness","2023-09-20"
323,115757525,"Advanced Ticketing Cert","2023-09-21"
5666,917380587,"AML Awareness","2023-09-21"
41539,475458872,"VAT Handling Cert","2023-09-21"
44176,890975445,"AML Awareness","2023-09-21"
85626,295137562,"Senior Agent Accreditation","2023-09-21"
33867,139943503,"Tour Guide Level 2","2023-09-22"
48141,842332389,"Advanced Ticketing Cert","2023-09-22"
86767,696506244,"Advanced Ticketing Cert","2023-09-22"
3023,993937196,"Security Screening Training","2023-09-23"
28315,900881113,"IATA Agent","2023-09-23"
64606,522721605,"Senior Agent Accreditation","2023-09-23"
64655,267779693,"Advanced Ticketing Cert","2023-09-23"
1469,774946298,"Advanced Ticketing Cert","2023-09-24"
28902,414389724,"Customer Privacy Training","2023-09-24"
46828,758409413,"AML Awareness","2023-09-24"
80810,595491499,"Security Screening Training","2023-09-24"
81504,413500695,"AML Awareness","2023-09-24"
34294,416979140,"AML Awareness","2023-09-25"
41583,805855589,"VAT Handling Cert","2023-09-25"
73021,676894488,"Tour Guide Level 2","2023-09-25"
99033,605874277,"Customer Privacy Training","2023-09-25"
2961,360485864,"Tour Guide Level 1","2023-09-26"
17056,256548513,"Senior Agent Accreditation","2023-09-26"
20011,435168420,"Customer Privacy Training","2023-09-26"
59714,585991080,"Tour Guide Level 2","2023-09-26"
76250,797031186,"VAT Handling Cert","2023-09-26"
82415,630434937,"Tour Guide Level 2","2023-09-26"
71119,916276922,"AML Awareness","2023-09-27"
521,617654657,"Fraud Prevention Cert","2023-09-28"
23798,220679261,"Tour Guide Level 1","2023-09-28"
37715,491139118,"Tour Guide Level 1","2023-09-28"
47410,762013557,"API Access Approval","2023-09-28"
50216,196562561,"AML Awareness","2023-09-28"
27621,378172050,"Customer Privacy Training","2023-09-29"
73178,876858928,"Senior Agent Accreditation","2023-09-29"
60319,691438286,"IATA Agent","2023-09-30"
71935,916049157,"IATA Agent","2023-09-30"
73860,764175989,"Senior Agent Accreditation","2023-09-30"
99645,443956886,"VAT Handling Cert","2023-09-30"
20780,292895797,"Customer Privacy Training","2023-10-01"
55489,766157105,"Senior Agent Accreditation","2023-10-01"
66104,695369376,"VAT Handling Cert","2023-10-01"
62743,229803300,"Security Screening Training","2023-10-02"
29072,927420182,"Customer Privacy Training","2023-10-03"
33066,898380286,"Advanced Ticketing Cert","2023-10-03"
96003,589499732,"Corporate Travel Cert","2023-10-03"
62865,767056154,"IATA Agent","2023-10-04"
25576,218436275,"Tour Guide Level 2","2023-10-05"
93857,383498258,"Tour Guide Level 2","2023-10-05"
94284,837401305,"VAT Handling Cert","2023-10-05"
72704,816841072,"IATA Agent","2023-10-06"
91426,206608593,"Advanced Ticketing Cert","2023-10-06"
24845,948280936,"Advanced Ticketing Cert","2023-10-08"
81403,809661326,"IATA Agent","2023-10-08"
89843,904715407,"AML Awareness","2023-10-08"
85234,808279352,"Tour Guide Level 1","2023-10-09"
7589,873172461,"Security Screening Training","2023-10-10"
36934,536273202,"Tour Guide Level 1","2023-10-10"
41697,835983475,"API Access Approval","2023-10-11"
29073,927420182,"Advanced Ticketing Cert","2023-10-12"
93596,182250570,"Corporate Travel Cert","2023-10-12"
28779,666179019,"Customer Privacy Training","2023-10-13"
41506,631445443,"Security Screening Training","2023-10-13"
45722,648830471,"AML Awareness","2023-10-13"
60211,554561059,"Tour Guide Level 1","2023-10-13"
36197,848829193,"AML Awareness","2023-10-14"
77010,321793730,"VAT Handling Cert","2023-10-14"
75618,305959752,"IATA Agent","2023-10-15"
50304,354592553,"Advanced Ticketing Cert","2023-10-16"
67066,473406467,"IATA Agent","2023-10-16"
88791,501057277,"Tour Guide Level 2","2023-10-16"
19108,433139450,"API Access Approval","2023-10-17"
57265,846401755,"Senior Agent Accreditation","2023-10-17"
90316,509604973,"Fraud Prevention Cert","2023-10-17"
94248,799305488,"API Access Approval","2023-10-17"
31435,298252365,"Security Screening Training","2023-10-18"
64387,860728093,"Fraud Prevention Cert","2023-10-18"
67656,275950813,"Corporate Travel Cert","2023-10-18"
376,630965633,"API Access Approval","2023-10-19"
94198,873128719,"VAT Handling Cert","2023-10-19"
17026,563106422,"Advanced Ticketing Cert","2023-10-20"
61485,333519542,"AML Awareness","2023-10-20"
92644,184401334,"Fraud Prevention Cert","2023-10-20"
12865,694145692,"Advanced Ticketing Cert","2023-10-21"
9871,235786347,"Advanced Ticketing Cert","2023-10-23"
42606,640234941,"Tour Guide Level 2","2023-10-23"
47371,952573599,"Senior Agent Accreditation","2023-10-23"
18434,886089388,"Fraud Prevention Cert","2023-10-24"
50966,724022175,"IATA Agent","2023-10-24"
93449,540143241,"Customer Privacy Training","2023-10-24"
94318,573949245,"Advanced Ticketing Cert","2023-10-24"
21197,119563001,"Tour Guide Level 2","2023-10-25"
37003,174275927,"Tour Guide Level 1","2023-10-25"
44353,599649265,"Tour Guide Level 1","2023-10-25"
49272,492896067,"VAT Handling Cert","2023-10-25"
13926,423126130,"Senior Agent Accreditation","2023-10-26"
64091,476760536,"Corporate Travel Cert","2023-10-27"
4115,377225482,"Tour Guide Level 2","2023-10-28"
82177,572926194,"Senior Agent Accreditation","2023-10-28"
18697,425481833,"Advanced Ticketing Cert","2023-10-29"
49777,172980303,"Security Screening Training","2023-10-29"
95253,645887664,"VAT Handling Cert","2023-10-29"
6448,124320230,"Tour Guide Level 2","2023-10-30"
42580,964159821,"Advanced Ticketing Cert","2023-10-30"
73696,912680432,"Advanced Ticketing Cert","2023-10-30"
93950,269525759,"Security Screening Training","2023-10-30"
12266,346775764,"Security Screening Training","2023-11-01"
60163,563332131,"Security Screening Training","2023-11-01"
91064,164015154,"Fraud Prevention Cert","2023-11-01"
5592,991914262,"Tour Guide Level 1","2023-11-02"
8558,809034660,"Senior Agent Accreditation","2023-11-02"
1705,216906983,"Customer Privacy Training","2023-11-03"
2007,380876508,"API Access Approval","2023-11-03"
33961,569026479,"IATA Agent","2023-11-03"
38725,836547482,"Corporate Travel Cert","2023-11-03"
47311,801660044,"Tour Guide Level 1","2023-11-03"
94749,568574432,"Tour Guide Level 2","2023-11-03"
98386,413970111,"Advanced Ticketing Cert","2023-11-03"
4842,408728417,"Customer Privacy Training","2023-11-04"
57673,427898709,"Advanced Ticketing Cert","2023-11-04"
62014,104626267,"Fraud Prevention Cert","2023-11-04"
65088,553735928,"Fraud Prevention Cert","2023-11-04"
34713,500497939,"Senior Agent Accreditation","2023-11-05"
63078,612325613,"Advanced Ticketing Cert","2023-11-05"
3923,526702145,"Advanced Ticketing Cert","2023-11-06"
65484,592628340,"AML Awareness","2023-11-06"
64535,805391703,"VAT Handling Cert","2023-11-07"
2256,298033439,"Customer Privacy Training","2023-11-08"
11212,114203672,"AML Awareness","2023-11-08"
25394,287446027,"Tour Guide Level 2","2023-11-08"
35207,136488511,"Advanced Ticketing Cert","2023-11-08"
61326,155522117,"Tour Guide Level 2","2023-11-08"
62416,235706529,"AML Awareness","2023-11-08"
72677,509635718,"VAT Handling Cert","2023-11-08"
2412,893490559,"Security Screening Training","2023-11-09"
14043,789081826,"API Access Approval","2023-11-09"
66360,552019072,"Advanced Ticketing Cert","2023-11-09"
42407,972897455,"API Access Approval","2023-11-10"
7307,724182671,"Fraud Prevention Cert","2023-11-11"
47334,595491332,"Tour Guide Level 1","2023-11-11"
67361,597302550,"Senior Agent Accreditation","2023-11-11"
1561,815605044,"Senior Agent Accreditation","2023-11-12"
33803,628320331,"IATA Agent","2023-11-12"
36405,342173460,"IATA Agent","2023-11-12"
